Score,Episodes
6.3807386399847035,52.0
6.3807386399847035,4.0
6.3807386399847035,26.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,24.0
6.3807386399847035,12.0
6.3807386399847035,26.0
6.3807386399847035,13.0
6.3807386399847035,1.0
6.3807386399847035,40.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,26.0
6.3807386399847035,39.0
6.3807386399847035,78.0
6.3807386399847035,13.0
6.3807386399847035,13.0
6.3807386399847035,52.0
6.3807386399847035,24.0
6.3807386399847035,1.0
6.3807386399847035,26.0
6.3807386399847035,52.0
6.3807386399847035,26.0
6.3807386399847035,52.0
6.3807386399847035,26.0
6.3807386399847035,28.0
6.93,1.0
6.3807386399847035,52.0
6.3807386399847035,3.0
6.3807386399847035,12.0
6.3807386399847035,1.0
6.3807386399847035,52.0
5.56,1.0
5.68,1.0
8.33,20.0
6.3807386399847035,96.0
6.3807386399847035,26.0
6.3807386399847035,1.0
6.3807386399847035,52.0
6.3807386399847035,1.0
6.3807386399847035,15.0
6.3807386399847035,26.0
6.3807386399847035,26.0
6.3807386399847035,26.0
6.3807386399847035,52.0
6.3807386399847035,6.0
6.3807386399847035,13.0
6.3807386399847035,52.0
6.3807386399847035,26.0
6.3807386399847035,182.0
6.3807386399847035,26.0
6.3807386399847035,1.0
6.3807386399847035,26.0
6.3807386399847035,40.0
6.3807386399847035,26.0
6.3807386399847035,78.0
6.3807386399847035,104.0
6.3807386399847035,52.0
6.3807386399847035,44.0
6.3807386399847035,1.0
6.3807386399847035,17.0
6.3807386399847035,26.0
6.3807386399847035,26.0
6.3807386399847035,26.0
6.3807386399847035,1.0
6.73,12.0
6.21,98.0
6.75,16.0
6.59,12.0
7.71,1.0
6.51,1.0
6.42,1.0
6.3807386399847035,1.0
6.3807386399847035,51.0
5.24,1.0
7.53,1.0
7.21,12.0
5.82,3.0
6.3807386399847035,1.0
7.95,1.0
6.67,12.0
7.16,12.0
6.28,12.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.8,4.0
6.3807386399847035,1.0
5.32,3.0
6.0,2.0
7.58,3.0
6.59,1.0
5.66,12.0
6.91,2.0
6.52,4.0
6.3807386399847035,4.0
7.2,13.0
6.19,52.0
6.74,1.0
6.31,13.0
5.3,2.0
7.64,2.0
5.81,13.0
7.31,12.0
6.54,208.0
6.6,12.0
7.42,12.0
6.3807386399847035,13.0
6.73,15.0
7.63,12.0
5.68,26.0
6.3807386399847035,8.0
7.09,24.0
5.95,1.0
6.3807386399847035,13.0
5.79,1.0
5.81,1.0
6.3807386399847035,52.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.5,1.0
7.17,13.0
6.3807386399847035,1.0
6.3807386399847035,40.0
6.3807386399847035,1.0
6.3807386399847035,1.0
7.47,12.0
6.06,60.0
7.89,1.0
8.25,11.0
6.3807386399847035,1.0
7.7,12.0
7.39,1.0
5.57,26.0
7.15,12.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
8.48,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.7,12.0
5.5,2.0
8.71,12.0
5.93,3.0
6.64,1.0
5.38,1.0
5.24,1.0
6.62,1.0
7.91,12.0
6.5,1.0
8.77,12.0
8.27,1.0
5.75,1.0
6.3807386399847035,1.0
7.35,13.0
6.3807386399847035,13.0
6.12,1.0
6.09,3.0
6.07,3.0
5.7,24.0
7.37,1.0
5.12,1.0
5.87,18.0
5.39,24.0
5.29,1.0
7.12,2.0
7.19,2.0
6.75,3.0
6.3807386399847035,20.0
6.3807386399847035,1.0
7.19,12.0
7.44,12.0
6.31,12.0
6.3807386399847035,7.0
6.3807386399847035,1.0
7.33,12.0
5.72,2.0
8.36,1.0
6.26,4.0
8.19,12.0
6.01,59.0
6.3807386399847035,1.0
6.94,24.0
6.48,1.0
4.66,13.0
6.92,50.0
6.6,12.0
7.39,2.0
6.56,4.0
7.87,11.0
6.3807386399847035,1.0
7.54,5.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.8,1.0
7.44,3.0
7.17,24.0
8.24,12.0
6.35,12.0
6.3807386399847035,10.0
6.3807386399847035,10.0
6.3807386399847035,20.0
7.05,20.0
6.3807386399847035,1.0
7.84,4.0
6.33,12.0
7.17,12.0
6.84,12.0
6.3807386399847035,26.0
6.3807386399847035,8.0
6.25,1.0
6.3807386399847035,12.0
5.79,1.0
6.23,1.0
7.11,12.0
6.38,12.0
6.62,12.0
7.57,12.0
7.74,1.0
6.3807386399847035,1.0
6.3807386399847035,12.0
6.3807386399847035,4.0
7.04,12.0
7.67,12.0
6.12,4.0
6.03,1.0
6.3807386399847035,1.0
6.79,1.0
6.3807386399847035,1.0
6.41,1.0
6.39,1.0
7.68,1.0
6.3807386399847035,1.0
6.38,12.0
6.34,4.0
6.3807386399847035,12.0
6.68,10.0
6.3807386399847035,1.0
7.77,12.0
6.3807386399847035,1.0
6.3807386399847035,14.0
6.3807386399847035,4.0
6.3807386399847035,1.0
7.33,12.0
5.32,12.0
6.55,16.0
6.67,3.0
6.67,13.0
6.0,1.0
6.3807386399847035,19.0
6.7,20.0
6.3807386399847035,16.0
6.35,1.0
6.3807386399847035,31.0
6.3807386399847035,12.0
6.16,13.0
7.57,1.0
6.6,1.0
5.76,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
5.48,1.0
7.09,1.0
6.3807386399847035,1.0
5.49,15.0
6.3807386399847035,1.0
8.09,13.0
6.3807386399847035,1.0
6.66,13.0
6.3807386399847035,1.0
6.3807386399847035,26.0
7.56,1.0
6.3807386399847035,245.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.27,1.0
7.7,13.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
5.57,1.0
7.92,12.0
6.3807386399847035,1.0
6.3807386399847035,1.0
7.29,12.0
6.41,62.0
6.89,1.0
6.3807386399847035,4.0
6.3807386399847035,1.0
6.73,1.0
7.36,1.0
5.2,1.0
6.93,240.0
5.68,1.0
5.03,1.0
7.09,16.0
6.3807386399847035,1.0
7.16,15.0
5.29,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
5.44,1.0
6.3807386399847035,1.0
5.44,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.2,1.0
6.3807386399847035,1.0
6.49,12.0
6.02,1.0
6.3807386399847035,1.0
6.82,1.0
6.3807386399847035,17.0
7.16,12.0
5.85,1.0
5.64,1.0
6.3807386399847035,1.0
6.3807386399847035,12.0
6.17,1.0
6.3807386399847035,3.0
6.91,2.0
7.45,2.0
6.39,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,6.0
7.17,24.0
6.63,1.0
8.23,24.0
8.15,1.0
5.63,1.0
6.3807386399847035,4.0
6.75,10.0
6.69,1.0
6.3807386399847035,400.0
7.27,6.0
6.3807386399847035,52.0
6.3807386399847035,26.0
6.3807386399847035,26.0
6.3807386399847035,1.0
6.3807386399847035,60.0
6.3807386399847035,60.0
5.89,1.0
6.3807386399847035,1.0
5.18,1.0
5.64,1.0
6.49,20.0
6.3807386399847035,1.0
6.69,1.0
6.63,1.0
6.77,12.0
5.86,13.0
6.41,3.0
8.2,12.0
6.3807386399847035,26.0
6.0,1.0
6.3807386399847035,72.0
6.31,1.0
6.3807386399847035,1.0
6.3807386399847035,52.0
5.84,1.0
7.67,26.0
6.32,1.0
6.3807386399847035,26.0
6.24,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
7.11,16.0
6.8,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.38,1.0
6.0,1.0
6.17,1.0
6.54,1.0
7.14,12.0
7.09,12.0
6.42,8.0
5.82,8.0
5.34,1.0
5.96,45.0
6.05,16.0
5.65,1.0
6.3807386399847035,13.0
6.26,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.56,1.0
6.3807386399847035,1.0
6.3807386399847035,2.0
7.7,1.0
7.14,4.0
6.3807386399847035,52.0
6.3807386399847035,13.0
5.99,12.0
6.14,6.0
5.42,12.0
6.01,18.0
7.85,13.0
6.3807386399847035,12.0
6.65,4.0
5.85,8.0
6.17,1.0
6.87,1.0
7.44,1.0
7.3,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.82,12.0
6.36,13.0
7.15,10.0
6.3807386399847035,21.0
6.3807386399847035,4.0
7.43,1.0
5.94,1.0
7.06,51.0
6.74,1.0
5.98,3.0
6.74,4.0
5.58,12.0
6.76,6.0
6.34,1.0
6.3807386399847035,1.0
5.48,12.0
8.45,1.0
6.3807386399847035,3.0
5.95,1.0
6.9,4.0
7.13,1.0
8.06,1.0
5.81,1.0
6.3807386399847035,26.0
6.13,4.0
6.3807386399847035,1.0
6.83,1.0
7.01,3.0
6.3807386399847035,3.0
5.81,3.0
7.38,1.0
5.61,1.0
6.3807386399847035,1.0
5.93,4.0
6.3807386399847035,20.0
6.3807386399847035,20.0
7.11,9.0
7.52,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
5.86,4.0
6.3807386399847035,1.0
5.92,26.0
6.3807386399847035,1.0
7.17,13.0
6.3807386399847035,31.0
6.43,12.0
6.73,12.0
7.18,12.0
8.81,24.0
6.3807386399847035,1.0
6.36,93.0
6.41,1.0
6.58,1.0
6.77,24.0
6.3807386399847035,1.0
6.48,1.0
7.38,1.0
5.77,29.0
6.3807386399847035,1.0
6.63,1.0
6.97,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.86,1.0
5.79,1.0
6.3807386399847035,12.0
6.11,10.0
6.3807386399847035,24.0
6.1,20.0
6.3807386399847035,1.0
6.17,1.0
7.32,12.0
6.3807386399847035,1.0
5.86,1.0
6.3807386399847035,24.0
6.91,260.0
6.3807386399847035,1.0
6.83,1.0
6.11,9.0
6.64,1.0
6.77,12.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.33,1.0
7.46,8.0
6.82,1.0
6.28,1.0
5.23,1.0
5.87,1.0
5.45,1.0
5.62,23.0
6.15,12.0
5.83,14.0
6.3807386399847035,1.0
5.76,5.0
6.3807386399847035,1.0
5.31,12.0
6.76,67.0
5.52,1.0
7.18,13.0
7.31,12.0
8.14,1.0
6.54,10.0
6.3807386399847035,1.0
7.17,1.0
6.3807386399847035,1.0
6.16,1.0
6.31,1.0
5.92,1.0
5.38,1.0
6.72,13.0
6.3807386399847035,12.0
6.18,1.0
6.13,12.0
6.3807386399847035,26.0
6.5,24.0
6.3807386399847035,18.0
6.3807386399847035,1.0
6.96,26.0
7.56,12.0
7.79,104.0
7.64,56.0
5.45,1.0
6.44,1.0
6.3807386399847035,4.0
7.82,12.0
8.19,6.0
5.98,5.0
8.35,24.0
7.26,12.0
5.87,1.0
6.3807386399847035,1.0
6.54,12.0
6.3807386399847035,1.0
6.33,12.0
6.3807386399847035,1.0
6.3807386399847035,15.0
6.3807386399847035,1.0
7.53,10.0
6.3807386399847035,12.0
6.3807386399847035,1.0
6.98,2.0
5.07,3.0
6.77,8.0
5.49,1.0
6.3807386399847035,1.0
5.87,1.0
6.16,1.0
7.51,1.0
6.3807386399847035,12.0
6.75,1.0
5.93,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
5.79,1.0
6.21,1.0
5.77,1.0
7.19,2.0
6.12,13.0
7.27,12.0
6.3807386399847035,1.0
5.92,13.0
8.04,13.0
5.5,10.0
8.09,20.0
6.3807386399847035,13.0
6.3807386399847035,1.0
6.51,1.0
8.43,12.0
8.53,1.0
6.3807386399847035,11.0
7.42,8.0
7.74,2.0
5.78,1.0
6.3807386399847035,3.0
6.47,1.0
7.77,11.0
6.0,2.0
6.3807386399847035,1.0
6.56,18.0
6.81,1.0
5.41,1.0
7.03,1.0
7.15,26.0
5.33,2.0
7.11,2.0
6.33,1.0
6.3807386399847035,1.0
5.98,3.0
7.77,12.0
5.7,24.0
8.0,12.0
7.81,21.0
6.3807386399847035,2.0
6.3807386399847035,12.0
6.3807386399847035,8.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,18.0
6.3807386399847035,2.0
6.83,13.0
6.69,12.0
6.49,1.0
7.33,1.0
7.92,12.0
6.81,1.0
5.91,12.0
7.46,1.0
7.38,1.0
7.67,1.0
6.36,24.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.43,1.0
6.3807386399847035,1.0
7.29,12.0
5.94,1.0
6.61,12.0
6.3807386399847035,1.0
6.64,12.0
6.3807386399847035,1.0
6.97,4.0
7.26,1.0
6.66,1.0
6.43,1.0
6.07,12.0
6.67,40.0
5.52,1.0
7.63,1.0
6.71,1.0
7.37,1.0
6.25,1.0
7.55,12.0
7.82,1.0
6.94,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,18.0
6.3807386399847035,18.0
8.22,10.0
6.36,1.0
6.86,12.0
8.36,25.0
6.3807386399847035,30.0
5.52,1.0
8.39,7.0
7.44,13.0
6.3807386399847035,1.0
7.31,1.0
6.9,10.0
5.49,1.0
6.15,2.0
5.47,4.0
7.01,2.0
5.54,2.0
6.07,160.0
6.3807386399847035,1.0
6.3807386399847035,57.0
6.3807386399847035,10.0
6.3807386399847035,1.0
7.05,1.0
6.3807386399847035,26.0
6.3807386399847035,52.0
6.3807386399847035,26.0
6.3807386399847035,26.0
6.07,12.0
6.3807386399847035,26.0
6.3807386399847035,26.0
5.67,5.0
6.26,1.0
5.81,1.0
5.57,1.0
7.23,12.0
7.34,12.0
6.3807386399847035,7.0
6.3807386399847035,2.0
6.53,12.0
6.46,2.0
6.3807386399847035,50.0
6.3807386399847035,12.0
5.93,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3,1.0
6.3807386399847035,1.0
6.23,1.0
6.32,1.0
6.28,1.0
6.3807386399847035,1.0
6.8,12.0
6.89,6.0
6.3807386399847035,1.0
5.77,12.0
6.19,1.0
6.3807386399847035,15.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.19,1.0
7.77,1.0
6.48,1.0
6.36,1.0
6.52,1.0
7.33,1.0
6.46,1.0
7.1,1.0
6.3807386399847035,1.0
6.54,1.0
6.65,1.0
6.3807386399847035,1.0
5.57,1.0
6.52,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,4.0
6.47,1.0
6.41,1.0
7.33,1.0
6.33,1.0
6.01,1.0
7.33,1.0
6.12,1.0
6.69,50.0
6.24,1.0
6.27,1.0
5.68,1.0
6.99,1.0
5.89,1.0
6.38,1.0
6.3807386399847035,1.0
5.95,1.0
6.18,1.0
6.21,1.0
5.74,1.0
6.59,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.38,1.0
5.79,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.05,1.0
6.26,1.0
7.32,1.0
6.27,1.0
7.06,1.0
6.66,13.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.63,18.0
5.83,1.0
5.47,2.0
6.25,1.0
5.94,1.0
6.07,1.0
6.3807386399847035,1.0
5.29,2.0
5.92,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.35,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,13.0
6.3807386399847035,12.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.32,2.0
6.3807386399847035,1.0
6.3807386399847035,1.0
8.75,26.0
6.3807386399847035,1.0
6.36,1.0
8.72,12.0
7.03,12.0
6.3807386399847035,6.0
6.3807386399847035,1.0
7.27,1.0
7.37,12.0
6.3807386399847035,1.0
6.53,2.0
6.3807386399847035,25.0
6.3807386399847035,126.0
7.52,12.0
5.26,12.0
6.0,1.0
7.72,12.0
6.35,12.0
7.13,8.0
6.72,1.0
7.42,51.0
5.63,8.0
6.52,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.26,95.0
6.73,1.0
6.0,12.0
7.54,12.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,94.0
6.3807386399847035,1.0
6.3807386399847035,13.0
6.3807386399847035,30.0
6.3807386399847035,1.0
7.04,2.0
6.3807386399847035,1.0
6.25,1.0
7.11,12.0
5.89,1.0
6.3807386399847035,1.0
5.4,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
7.52,13.0
5.84,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
5.35,15.0
8.62,12.0
5.75,8.0
6.3807386399847035,12.0
7.71,12.0
7.32,104.0
7.66,1.0
6.5,18.0
6.96,45.0
6.3807386399847035,1.0
6.49,12.0
5.74,12.0
7.43,12.0
6.87,1.0
6.3807386399847035,5.0
5.62,3.0
6.3807386399847035,1.0
6.3807386399847035,26.0
6.3807386399847035,13.0
6.3807386399847035,12.0
6.3807386399847035,41.0
6.3807386399847035,34.0
6.3807386399847035,34.0
6.3807386399847035,1.0
6.3807386399847035,15.0
5.83,1.0
7.81,12.0
6.3807386399847035,1.0
6.13,1.0
5.78,1.0
6.3807386399847035,2.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
7.37,1.0
8.15,1.0
6.3807386399847035,1.0
8.46,13.0
6.58,1.0
6.3807386399847035,1.0
7.16,13.0
7.23,6.0
6.3807386399847035,156.0
8.01,13.0
6.3807386399847035,103.0
5.93,12.0
6.31,1.0
6.48,1.0
7.91,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.34,60.0
5.23,13.0
8.18,12.0
6.2,1.0
7.2,12.0
6.3807386399847035,9.0
6.3807386399847035,1.0
6.07,38.0
6.3807386399847035,13.0
7.24,12.0
7.34,24.0
7.31,12.0
6.17,16.0
7.86,1.0
6.5,13.0
7.05,1.0
5.67,1.0
8.25,12.0
6.78,12.0
6.3807386399847035,1.0
7.59,12.0
6.22,1.0
7.23,16.0
6.01,40.0
6.3807386399847035,16.0
6.58,16.0
6.8,24.0
6.2,4.0
6.09,2.0
6.16,2.0
6.28,10.0
6.3807386399847035,12.0
6.22,16.0
6.46,13.0
7.06,12.0
6.38,15.0
6.61,16.0
6.3807386399847035,1.0
6.3807386399847035,12.0
7.34,12.0
7.08,1.0
6.3807386399847035,1.0
6.61,1.0
6.79,8.0
6.73,10.0
6.3807386399847035,2.0
5.65,1.0
6.6,2.0
6.3807386399847035,1.0
6.58,12.0
5.87,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,50.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.51,40.0
5.59,2.0
6.26,1.0
6.3807386399847035,13.0
6.49,1.0
6.54,1.0
6.43,5.0
5.76,1.0
6.3807386399847035,1.0
6.48,60.0
6.3807386399847035,1.0
6.3807386399847035,1.0
8.26,13.0
6.3807386399847035,10.0
7.41,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,5.0
7.33,12.0
6.62,16.0
5.84,48.0
6.94,16.0
7.26,1.0
7.38,25.0
6.3807386399847035,1.0
6.41,15.0
6.61,1.0
6.87,1.0
6.04,12.0
6.37,12.0
6.3807386399847035,12.0
6.63,16.0
6.3807386399847035,1.0
6.93,52.0
6.91,1.0
6.1,60.0
7.5,13.0
7.88,1.0
8.42,1.0
6.89,1.0
7.47,10.0
6.15,13.0
6.3807386399847035,22.0
8.31,13.0
6.3807386399847035,18.0
5.71,12.0
6.31,12.0
7.7,13.0
8.25,1.0
6.3807386399847035,2.0
6.34,1.0
6.97,16.0
8.07,12.0
6.27,20.0
7.85,2.0
5.91,20.0
6.5,12.0
6.3807386399847035,1.0
6.09,1.0
6.01,12.0
6.71,40.0
7.23,12.0
6.17,1.0
6.47,2.0
6.86,1.0
6.36,16.0
6.3807386399847035,1.0
7.5,11.0
7.49,16.0
6.3807386399847035,1.0
6.91,1.0
7.59,1.0
6.65,4.0
6.3807386399847035,1.0
6.52,12.0
6.3807386399847035,6.0
7.34,12.0
6.3807386399847035,1.0
6.39,8.0
6.3807386399847035,1.0
6.24,2.0
6.3807386399847035,1.0
5.76,1.0
6.3807386399847035,1.0
6.3807386399847035,10.0
8.2,13.0
7.43,23.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.91,1.0
6.74,1.0
7.83,12.0
5.76,1.0
6.3807386399847035,1.0
5.72,1.0
5.55,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.69,12.0
6.14,1.0
6.3807386399847035,1.0
6.86,1.0
6.88,1.0
7.0,1.0
5.94,1.0
6.04,11.0
6.3807386399847035,1.0
6.3807386399847035,60.0
7.97,13.0
6.3807386399847035,15.0
6.3807386399847035,13.0
6.3807386399847035,13.0
6.27,2.0
6.3807386399847035,1.0
6.49,1.0
5.77,1.0
6.3807386399847035,12.0
6.3807386399847035,52.0
6.3807386399847035,1.0
7.29,1.0
6.3807386399847035,5.0
6.3807386399847035,20.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
7.48,12.0
6.49,12.0
6.3807386399847035,1.0
6.67,11.0
5.8,12.0
6.3807386399847035,1.0
6.38,1.0
6.3807386399847035,1.0
6.3807386399847035,5.0
6.49,1.0
6.3807386399847035,13.0
5.64,24.0
6.17,4.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.92,1.0
7.09,12.0
6.52,1.0
6.3807386399847035,36.0
6.84,12.0
6.3807386399847035,1.0
6.82,26.0
5.82,7.0
6.56,1.0
7.2,13.0
6.67,61.0
6.3807386399847035,1.0
6.63,13.0
6.52,60.0
6.3807386399847035,1.0
6.54,1.0
6.49,1.0
6.3807386399847035,1.0
6.0,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.86,12.0
6.21,1.0
6.3807386399847035,20.0
6.3807386399847035,22.0
6.52,12.0
6.14,5.0
5.99,1.0
6.24,1.0
6.3807386399847035,1.0
6.25,1.0
6.1,1.0
6.3807386399847035,1.0
7.02,1.0
6.3807386399847035,1.0
5.55,1.0
8.49,11.0
6.3807386399847035,6.0
6.06,7.0
6.3807386399847035,17.0
7.32,3.0
7.84,52.0
6.59,1.0
6.38,1.0
6.16,1.0
4.95,1.0
5.87,1.0
5.87,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
5.9,1.0
6.29,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
7.1,12.0
6.06,8.0
7.22,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.89,1.0
5.56,1.0
6.3807386399847035,1.0
6.9,1.0
6.3807386399847035,13.0
6.3807386399847035,1.0
6.46,1.0
6.35,2.0
6.1,1.0
6.3807386399847035,1.0
6.6,1.0
6.04,12.0
6.3807386399847035,1.0
8.13,13.0
6.05,6.0
6.08,12.0
6.3807386399847035,1.0
7.42,1.0
6.3807386399847035,1.0
6.3807386399847035,19.0
6.3807386399847035,1.0
5.93,12.0
6.19,120.0
6.3807386399847035,8.0
5.89,1.0
5.5,32.0
5.36,12.0
6.3807386399847035,1.0
7.4,3.0
6.3807386399847035,1.0
6.05,4.0
5.83,1.0
6.3807386399847035,1.0
6.3807386399847035,5.0
6.3807386399847035,13.0
6.3807386399847035,3.0
6.3807386399847035,51.0
6.3807386399847035,1.0
5.46,1.0
6.3807386399847035,15.0
6.3807386399847035,15.0
6.3807386399847035,15.0
6.32,1.0
6.17,1.0
6.07,9.0
6.03,1.0
6.3807386399847035,12.0
6.01,1.0
6.3807386399847035,6.0
6.3807386399847035,3.0
6.71,12.0
5.89,1.0
7.02,1.0
6.37,7.0
6.3807386399847035,9.0
6.2,1.0
5.42,1.0
6.3807386399847035,1.0
7.22,12.0
6.3807386399847035,13.0
6.3807386399847035,75.0
6.3807386399847035,20.0
6.57,12.0
6.82,12.0
6.3807386399847035,39.0
6.75,2.0
7.68,2.0
6.02,12.0
6.3807386399847035,1.0
7.06,1.0
7.26,1.0
6.13,1.0
6.62,1.0
6.3807386399847035,49.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.15,1.0
6.17,1.0
6.13,1.0
5.91,18.0
6.3807386399847035,1.0
6.3807386399847035,10.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
7.27,1.0
6.36,12.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,12.0
6.3807386399847035,12.0
5.74,26.0
5.12,12.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,30.0
6.3807386399847035,13.0
6.89,12.0
6.83,8.0
6.3807386399847035,53.0
6.52,24.0
6.74,2.0
5.72,1.0
5.7,2.0
5.36,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
5.34,4.0
6.06,1.0
7.5,1.0
6.46,2.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.92,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
5.77,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
7.06,1.0
7.72,26.0
5.53,1.0
6.08,12.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.4,1.0
6.3807386399847035,1.0
6.46,6.0
6.3807386399847035,25.0
5.51,21.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,12.0
6.72,11.0
8.12,12.0
7.04,12.0
6.0,12.0
6.3807386399847035,8.0
6.17,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.69,1.0
6.41,1.0
6.3807386399847035,1.0
6.36,12.0
6.3807386399847035,24.0
6.28,16.0
6.3807386399847035,12.0
7.34,16.0
6.3807386399847035,1.0
6.72,12.0
6.3807386399847035,1.0
6.3807386399847035,14.0
6.44,1.0
6.3807386399847035,2.0
6.3807386399847035,1.0
6.3807386399847035,1.0
5.53,1.0
5.13,12.0
6.84,13.0
5.78,1.0
6.23,1.0
5.71,1.0
5.81,1.0
5.62,1.0
6.04,1.0
5.64,1.0
5.7,1.0
6.3807386399847035,1.0
6.08,1.0
5.71,6.0
7.29,1.0
6.3807386399847035,1.0
6.01,1.0
6.58,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.44,1.0
6.56,1.0
6.47,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.31,10.0
6.3807386399847035,1.0
6.3807386399847035,1.0
7.58,12.0
7.16,11.0
5.48,1.0
