Score,Episodes
6.37,1.0
6.24,1.0
5.85,1.0
6.24,13.0
7.31,13.0
6.67,13.0
5.99,4.0
5.27,10.0
5.33,10.0
5.62,10.0
5.72,1.0
6.87,12.0
5.06,4.0
6.55,50.0
7.91,1.0
6.19,13.0
6.3807386399847035,1.0
5.74,12.0
5.84,1.0
7.39,12.0
6.66,49.0
7.01,1.0
3.35,1.0
7.14,1.0
7.21,1.0
6.3807386399847035,20.0
6.3807386399847035,1.0
6.3807386399847035,2.0
7.16,2.0
7.09,1.0
7.22,2.0
5.73,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.48,23.0
6.3807386399847035,1.0
8.54,25.0
5.75,1.0
5.93,5.0
6.3807386399847035,2.0
6.84,13.0
6.13,1.0
6.44,12.0
7.45,13.0
6.3807386399847035,21.0
7.4,1.0
6.11,103.0
6.3807386399847035,1.0
6.3807386399847035,1.0
5.47,1.0
6.3807386399847035,1.0
4.99,1.0
6.3807386399847035,1.0
4.8,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
5.53,1.0
6.3807386399847035,1.0
6.17,1.0
6.21,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
7.21,13.0
3.5,1.0
3.33,1.0
3.47,1.0
2.76,1.0
3.58,1.0
6.52,1.0
5.2,1.0
6.23,6.0
6.91,1.0
6.87,2.0
6.67,1.0
6.21,8.0
5.76,3.0
6.3807386399847035,143.0
5.27,1.0
8.11,1.0
8.2,1.0
7.13,12.0
6.76,1.0
6.34,1.0
6.24,1.0
4.52,12.0
7.21,1.0
5.36,13.0
7.21,1.0
6.01,1.0
8.0,12.0
6.44,16.0
6.85,12.0
5.5,1.0
5.93,1.0
7.23,12.0
5.97,1.0
6.25,1.0
7.0,12.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.36,1.0
7.3,1.0
7.23,13.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
7.89,1.0
6.3807386399847035,1.0
4.57,1.0
6.3807386399847035,3.0
6.3807386399847035,1.0
4.75,1.0
6.3807386399847035,1.0
5.82,1.0
6.3807386399847035,1.0
4.26,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
4.62,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
4.28,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
7.1,1.0
7.24,1.0
7.79,1.0
7.01,12.0
8.22,25.0
7.64,1.0
6.36,114.0
6.3807386399847035,102.0
6.92,13.0
5.85,1.0
6.9,2.0
7.81,1.0
8.09,11.0
6.68,1.0
7.49,1.0
5.64,1.0
4.97,1.0
6.64,1.0
5.9,2.0
7.02,12.0
6.3807386399847035,1.0
6.3807386399847035,2.0
6.02,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.34,1.0
6.06,2.0
6.31,1.0
5.07,1.0
6.2,1.0
8.77,26.0
4.85,1.0
7.37,13.0
6.65,12.0
5.43,7.0
6.0,6.0
5.59,26.0
6.21,13.0
6.3807386399847035,1.0
6.3807386399847035,26.0
6.3807386399847035,1.0
6.3807386399847035,24.0
7.1,1.0
6.66,14.0
6.3807386399847035,1.0
7.32,1.0
5.63,12.0
5.82,1.0
7.19,1.0
5.1,5.0
6.29,25.0
4.62,1.0
6.45,1.0
4.89,2.0
5.16,1.0
5.28,3.0
5.53,1.0
5.83,3.0
7.44,1.0
5.85,3.0
6.31,1.0
5.55,1.0
6.34,22.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.41,1.0
5.55,1.0
5.51,1.0
5.97,1.0
5.72,40.0
5.39,1.0
7.05,12.0
7.55,51.0
6.64,2.0
7.28,1.0
6.3807386399847035,1.0
7.93,25.0
5.78,12.0
7.33,1.0
7.46,4.0
6.22,5.0
5.94,52.0
5.44,1.0
5.84,4.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,10.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.0,1.0
5.64,1.0
6.73,1.0
6.41,6.0
5.85,1.0
4.81,5.0
6.85,1.0
5.38,10.0
5.78,3.0
5.93,1.0
5.28,1.0
8.33,39.0
6.99,4.0
5.03,1.0
5.73,12.0
6.21,1.0
6.3807386399847035,1.0
6.84,10.0
6.63,13.0
6.3807386399847035,33.0
6.3807386399847035,1.0
7.6,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,51.0
6.96,156.0
6.3807386399847035,1.0
6.3807386399847035,30.0
6.3807386399847035,1.0
6.3807386399847035,1.0
5.54,1.0
6.3807386399847035,1.0
5.59,1.0
6.3807386399847035,39.0
6.3807386399847035,1.0
6.47,2.0
6.32,1.0
7.07,52.0
5.19,4.0
7.3,26.0
5.2,12.0
5.76,86.0
7.33,1.0
6.79,2.0
6.04,2.0
6.49,2.0
6.32,1.0
7.94,12.0
6.29,1.0
5.74,1.0
6.52,1.0
6.3807386399847035,26.0
6.3807386399847035,263.0
6.01,1.0
5.85,1.0
6.3807386399847035,52.0
5.74,2.0
6.3807386399847035,21.0
5.82,1.0
6.3807386399847035,130.0
6.3807386399847035,39.0
6.86,6.0
6.51,10.0
7.32,1.0
7.33,1.0
6.3807386399847035,2.0
6.44,13.0
6.6,2.0
6.3807386399847035,1.0
4.76,1.0
6.3807386399847035,1.0
6.3807386399847035,70.0
6.3807386399847035,46.0
6.3807386399847035,27.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.88,1.0
6.53,1.0
6.3,13.0
6.3807386399847035,19.0
6.29,1.0
5.71,1.0
5.18,6.0
7.1,1.0
6.3807386399847035,78.0
6.48,13.0
5.3,3.0
7.09,1.0
5.84,1.0
6.3807386399847035,1.0
6.76,1.0
5.83,13.0
7.48,13.0
6.47,12.0
5.6,39.0
8.07,2.0
6.83,12.0
6.74,1.0
6.91,3.0
6.13,2.0
6.02,4.0
6.06,4.0
6.2,12.0
6.19,1.0
5.93,1.0
6.29,1.0
5.64,1.0
6.29,1.0
6.08,1.0
6.98,1.0
6.53,13.0
4.47,1.0
5.03,1.0
6.86,12.0
6.54,12.0
4.72,1.0
6.3807386399847035,1.0
5.37,12.0
5.43,12.0
6.7,1.0
6.89,2.0
5.68,1.0
6.29,20.0
7.33,2.0
6.43,6.0
5.85,1.0
5.65,1.0
5.91,13.0
7.74,24.0
6.18,1.0
7.22,1.0
6.3807386399847035,3.0
7.84,13.0
6.53,1.0
6.99,37.0
6.73,12.0
6.47,3.0
7.44,1.0
7.76,1.0
5.97,1.0
5.72,1.0
5.89,1.0
5.6,1.0
6.0,1.0
5.66,1.0
5.99,1.0
5.84,1.0
6.04,51.0
5.8,1.0
5.73,1.0
6.3807386399847035,1.0
5.74,1.0
5.49,1.0
5.72,1.0
5.24,1.0
5.19,1.0
6.72,12.0
5.92,1.0
6.3807386399847035,26.0
6.3807386399847035,32.0
5.7,1.0
5.59,1.0
5.67,1.0
5.78,1.0
7.33,13.0
6.83,1.0
4.36,1.0
6.72,1.0
7.61,13.0
6.11,1.0
6.07,1.0
6.3807386399847035,1.0
5.61,1.0
5.73,1.0
5.74,1.0
5.61,1.0
6.75,12.0
6.64,43.0
6.61,12.0
5.43,1.0
8.22,25.0
7.63,13.0
6.68,12.0
5.36,15.0
6.3807386399847035,26.0
7.54,21.0
4.88,1.0
6.27,2.0
7.73,12.0
6.15,50.0
7.35,1.0
7.94,38.0
6.3807386399847035,12.0
8.19,13.0
4.88,1.0
4.61,1.0
5.85,12.0
6.3807386399847035,6.0
7.29,12.0
5.43,4.0
6.3807386399847035,38.0
7.62,13.0
6.47,12.0
6.3807386399847035,1.0
6.3807386399847035,1.0
4.97,1.0
6.3807386399847035,1.0
7.04,24.0
6.3807386399847035,1.0
7.26,12.0
6.3807386399847035,1.0
6.3807386399847035,1.0
5.26,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.99,6.0
4.72,2.0
6.3807386399847035,1.0
6.3807386399847035,1.0
5.29,227.0
5.15,1.0
6.3807386399847035,1.0
5.84,6.0
6.71,37.0
7.14,1.0
7.87,3.0
7.16,12.0
6.27,13.0
5.76,1.0
5.22,3.0
7.86,1.0
7.11,1.0
5.46,1.0
6.04,26.0
6.19,1.0
6.3807386399847035,2.0
6.37,1.0
4.8,1.0
4.45,1.0
7.43,13.0
6.3807386399847035,26.0
6.3807386399847035,1.0
4.75,1.0
4.63,1.0
4.57,1.0
5.44,1.0
5.51,1.0
6.78,12.0
7.46,13.0
7.46,3.0
7.33,12.0
6.3807386399847035,1.0
7.42,13.0
7.0,2.0
6.3807386399847035,2.0
6.05,1.0
6.32,5.0
5.32,2.0
4.2,1.0
5.72,2.0
6.3807386399847035,3.0
6.3807386399847035,26.0
5.37,1.0
6.3807386399847035,52.0
6.3807386399847035,2.0
5.59,1.0
5.84,1.0
6.35,1.0
5.88,1.0
5.45,1.0
8.18,1.0
7.71,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,2.0
6.3807386399847035,26.0
6.09,1.0
6.24,6.0
5.49,1.0
6.3,2.0
7.15,2.0
8.04,2.0
5.98,1.0
7.55,12.0
6.82,12.0
8.04,24.0
5.79,2.0
8.1,75.0
7.18,6.0
7.07,2.0
6.18,2.0
4.99,1.0
7.1,1.0
5.05,1.0
5.89,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
7.02,1.0
5.47,1.0
7.59,1.0
5.88,12.0
6.3807386399847035,1.0
6.09,12.0
6.42,25.0
6.3807386399847035,84.0
6.51,6.0
4.84,1.0
6.43,1.0
6.06,1.0
6.3807386399847035,1.0
6.11,56.0
5.5,1.0
5.54,1.0
5.85,1.0
5.75,1.0
5.73,1.0
5.59,1.0
7.09,2.0
4.79,1.0
6.57,52.0
7.65,1.0
6.67,1.0
6.33,3.0
5.53,1.0
7.35,12.0
7.57,20.0
6.3807386399847035,1.0
6.3807386399847035,12.0
6.3807386399847035,101.0
6.3807386399847035,99.0
6.3807386399847035,1.0
5.91,1.0
6.24,1.0
6.3807386399847035,1.0
6.3807386399847035,26.0
6.5,1.0
6.06,1.0
7.38,1.0
7.0,12.0
6.28,6.0
6.3807386399847035,1.0
7.04,2.0
6.3807386399847035,1.0
5.28,1.0
6.3807386399847035,2.0
6.71,64.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.44,1.0
6.3807386399847035,195.0
6.64,1.0
6.21,2.0
6.48,1.0
6.73,5.0
7.77,13.0
7.66,1.0
7.16,13.0
5.38,2.0
8.19,1.0
4.56,1.0
6.02,7.0
5.65,1.0
5.5,1.0
6.31,12.0
6.57,214.0
7.15,1.0
7.19,10.0
5.97,2.0
6.3807386399847035,1.0
6.3807386399847035,78.0
5.12,10.0
6.3807386399847035,1.0
5.68,1.0
5.74,1.0
7.48,1.0
7.34,1.0
7.43,1.0
5.26,10.0
5.23,1.0
7.19,2.0
4.59,1.0
5.36,1.0
5.27,1.0
7.16,10.0
4.64,1.0
5.57,1.0
5.76,1.0
5.55,1.0
5.34,1.0
7.21,1.0
6.55,6.0
6.25,12.0
6.72,6.0
6.31,1.0
5.63,1.0
6.09,1.0
7.34,1.0
5.62,1.0
7.38,93.0
4.67,1.0
5.52,25.0
6.3807386399847035,52.0
3.29,12.0
7.73,25.0
6.3807386399847035,52.0
5.45,4.0
6.1,4.0
8.27,11.0
6.88,22.0
6.42,11.0
7.19,12.0
7.0,13.0
6.6,9.0
5.82,13.0
6.1,1.0
6.6,12.0
5.89,1.0
6.3807386399847035,1.0
5.15,1.0
6.3807386399847035,151.0
5.81,6.0
6.3807386399847035,26.0
6.3807386399847035,1.0
6.3807386399847035,26.0
7.12,1.0
5.5,1.0
5.34,1.0
7.75,1.0
5.41,3.0
6.3807386399847035,1.0
6.3807386399847035,39.0
6.3807386399847035,31.0
7.56,1.0
6.3807386399847035,4.0
6.3807386399847035,3.0
6.3807386399847035,1.0
5.74,1.0
5.86,1.0
5.67,1.0
5.47,1.0
6.3807386399847035,1.0
6.3807386399847035,26.0
6.3807386399847035,1.0
6.14,1.0
6.3807386399847035,1.0
6.62,2.0
6.16,1.0
6.16,2.0
6.61,1.0
6.3807386399847035,1.0
6.47,63.0
6.3807386399847035,1.0
5.14,1.0
7.78,1.0
6.94,1.0
5.88,1.0
6.09,2.0
7.0,4.0
6.05,1.0
5.82,2.0
7.36,1.0
8.59,25.0
7.16,1.0
7.54,1.0
7.63,7.0
6.3807386399847035,26.0
6.37,13.0
6.27,1.0
6.3807386399847035,24.0
7.05,2.0
7.71,10.0
6.3807386399847035,1.0
6.3807386399847035,1.0
5.85,1.0
6.3807386399847035,1.0
6.0,1.0
6.3807386399847035,1.0
4.96,2.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
5.17,32.0
7.17,1.0
5.97,12.0
6.16,1.0
7.64,12.0
6.39,1.0
6.3807386399847035,2.0
6.47,3.0
4.96,2.0
8.08,12.0
6.3807386399847035,2.0
6.38,49.0
6.71,36.0
6.3807386399847035,26.0
6.71,14.0
5.97,29.0
6.47,13.0
5.44,10.0
6.67,13.0
6.3,1.0
6.83,1.0
5.71,51.0
6.3807386399847035,47.0
6.18,104.0
6.62,21.0
5.98,1.0
6.3807386399847035,1.0
6.67,4.0
6.3807386399847035,1.0
6.3807386399847035,11.0
6.3807386399847035,21.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.69,12.0
5.62,1.0
5.2,1.0
5.37,6.0
6.3807386399847035,1.0
6.3807386399847035,1.0
4.98,5.0
6.25,26.0
7.28,1.0
6.32,2.0
6.3807386399847035,1.0
5.82,48.0
5.93,46.0
6.3807386399847035,12.0
5.66,1.0
6.15,2.0
5.31,1.0
6.3807386399847035,14.0
6.3807386399847035,1.0
6.3807386399847035,52.0
6.3807386399847035,105.0
6.3807386399847035,52.0
6.3807386399847035,132.0
6.3807386399847035,53.0
6.3807386399847035,26.0
6.3807386399847035,26.0
6.3807386399847035,162.0
6.3807386399847035,90.0
6.3807386399847035,110.0
6.3807386399847035,156.0
6.3807386399847035,1.0
6.3807386399847035,100.0
6.55,1.0
6.3807386399847035,26.0
6.3807386399847035,240.0
6.3807386399847035,26.0
7.51,12.0
6.37,13.0
7.07,1.0
6.96,1.0
6.86,1.0
6.96,12.0
6.17,12.0
7.88,13.0
6.01,164.0
6.3807386399847035,283.0
6.3807386399847035,39.0
6.3807386399847035,46.0
6.3807386399847035,20.0
6.3807386399847035,15.0
6.3807386399847035,5.0
6.3807386399847035,1.0
6.3807386399847035,2.0
6.3807386399847035,1.0
6.3807386399847035,1.0
5.7,1.0
6.3807386399847035,17.0
5.49,773.0
6.3807386399847035,130.0
6.3807386399847035,21.0
6.3807386399847035,59.0
6.74,1.0
6.3807386399847035,1.0
5.5,1.0
6.3807386399847035,50.0
4.69,1.0
6.46,1.0
7.73,4.0
6.3807386399847035,26.0
6.1,1.0
4.89,1.0
6.3807386399847035,46.0
6.37,1.0
6.24,1.0
5.95,1.0
6.3807386399847035,77.0
6.3807386399847035,25.0
6.3807386399847035,1.0
5.99,1.0
7.37,1.0
6.3807386399847035,20.0
5.94,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,51.0
6.3807386399847035,60.0
6.29,1.0
6.3807386399847035,16.0
6.3807386399847035,25.0
6.3807386399847035,1.0
6.3807386399847035,199.0
5.06,7.0
6.56,12.0
5.45,10.0
5.82,6.0
6.12,2.0
7.26,1.0
6.13,1.0
7.86,1.0
7.14,1.0
6.73,1.0
6.35,1.0
6.3807386399847035,1.0
4.6,4.0
6.51,1.0
6.87,1.0
7.77,13.0
6.48,1.0
6.97,1.0
6.3807386399847035,1.0
7.2,10.0
5.86,1.0
6.31,1.0
6.3807386399847035,1.0
6.73,12.0
7.22,1.0
6.3807386399847035,3.0
6.88,1.0
7.95,12.0
7.22,10.0
7.69,8.0
5.74,1.0
6.48,12.0
6.1,13.0
7.38,12.0
6.62,1.0
6.78,1.0
5.4,3.0
6.07,12.0
5.36,13.0
5.16,5.0
8.44,25.0
5.46,1.0
6.46,1.0
6.3807386399847035,7.0
6.65,1.0
7.03,2.0
8.33,1.0
6.32,1.0
5.64,1.0
7.29,1.0
6.89,1.0
7.26,12.0
6.3807386399847035,1.0
5.4,3.0
4.65,1.0
7.35,12.0
5.22,1.0
6.51,2.0
5.01,1.0
6.61,1.0
6.85,1.0
6.3807386399847035,26.0
6.47,3.0
7.72,2.0
7.41,26.0
7.09,13.0
6.3807386399847035,1.0
6.3807386399847035,1.0
7.2,2.0
4.12,1.0
7.77,1.0
5.69,10.0
6.86,2.0
7.69,13.0
6.73,2.0
7.22,12.0
5.99,1.0
5.49,1.0
5.28,1.0
6.54,1.0
5.57,8.0
7.17,1.0
6.78,1.0
8.1,24.0
7.24,1.0
6.34,1.0
6.89,7.0
5.48,1.0
5.41,1.0
6.34,1.0
6.33,12.0
7.16,1.0
6.84,26.0
5.36,1.0
4.29,4.0
5.8,1.0
5.85,1.0
6.3807386399847035,1.0
6.35,1.0
6.88,1.0
6.41,12.0
7.05,12.0
5.72,3.0
7.39,1.0
6.5,6.0
6.47,2.0
6.14,1.0
6.93,1.0
5.67,6.0
5.76,51.0
6.3807386399847035,26.0
6.3807386399847035,1.0
5.64,1.0
6.54,1.0
7.3,1.0
6.43,12.0
6.3807386399847035,1.0
7.24,12.0
6.14,1.0
6.3807386399847035,10.0
5.56,1.0
6.38,1.0
6.42,1.0
5.97,12.0
7.04,1.0
7.18,74.0
7.3,1.0
6.13,3.0
5.6,1.0
7.0,12.0
5.4,1.0
7.12,3.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.41,1.0
7.19,10.0
5.16,1.0
6.12,1.0
5.5,1.0
6.3807386399847035,1.0
5.98,1.0
6.43,12.0
6.64,24.0
4.22,1.0
7.8,25.0
7.17,1.0
6.84,51.0
6.47,2.0
5.03,4.0
6.76,1.0
6.55,5.0
6.15,1.0
5.62,4.0
7.49,12.0
6.3807386399847035,53.0
6.3807386399847035,7.0
6.3807386399847035,1.0
6.29,1.0
6.06,1.0
6.3807386399847035,1.0
5.16,1.0
6.79,15.0
7.53,12.0
8.54,1.0
6.43,1.0
4.8,6.0
7.71,1.0
6.79,3.0
6.54,12.0
6.65,2.0
6.46,6.0
6.49,1.0
7.35,1.0
7.67,12.0
6.86,49.0
6.86,1.0
6.71,6.0
8.07,1.0
5.74,26.0
5.92,13.0
6.86,13.0
6.3807386399847035,13.0
7.56,24.0
7.12,13.0
7.01,13.0
6.3807386399847035,12.0
6.57,1.0
6.3807386399847035,1.0
8.09,1.0
5.51,1.0
7.61,1.0
6.3807386399847035,1.0
6.01,7.0
6.3807386399847035,27.0
6.3807386399847035,26.0
6.22,30.0
5.6,1.0
6.3807386399847035,13.0
6.04,1.0
6.35,2.0
6.55,1.0
5.88,12.0
6.3807386399847035,8.0
6.83,12.0
6.03,2.0
6.3807386399847035,1.0
7.13,2.0
5.8,39.0
6.3807386399847035,1.0
6.3807386399847035,52.0
6.69,13.0
6.3807386399847035,2.0
6.3807386399847035,6.0
6.3807386399847035,13.0
6.3807386399847035,1.0
6.3807386399847035,53.0
8.05,1.0
7.13,11.0
7.01,12.0
6.48,1.0
6.29,1.0
7.44,13.0
6.22,4.0
6.02,3.0
5.62,1.0
6.21,1.0
6.67,2.0
6.33,1.0
7.03,12.0
5.0,1.0
7.23,1.0
6.7,148.0
5.51,1.0
7.92,1.0
5.99,1.0
6.86,1.0
7.68,2.0
5.9,1.0
7.64,1.0
6.87,23.0
6.4,25.0
6.39,1.0
7.32,12.0
6.45,1.0
6.61,1.0
6.27,1.0
6.4,1.0
4.74,1.0
5.75,13.0
5.55,1.0
5.17,1.0
6.73,33.0
7.43,1.0
7.48,12.0
5.38,1.0
6.97,2.0
7.59,10.0
6.3807386399847035,1.0
6.3807386399847035,1.0
5.27,1.0
5.68,3.0
5.77,3.0
5.73,2.0
6.81,1.0
7.18,6.0
6.13,12.0
5.68,12.0
7.35,1.0
4.68,1.0
4.84,1.0
6.62,52.0
7.62,12.0
6.73,12.0
7.03,12.0
6.94,1.0
7.93,5.0
6.29,1.0
7.1,12.0
7.77,1.0
6.3807386399847035,1.0
5.2,1.0
7.77,12.0
6.57,1.0
6.7,24.0
4.97,1.0
8.43,2.0
6.3807386399847035,3.0
7.05,2.0
6.3807386399847035,1.0
6.3807386399847035,1.0
5.95,1.0
8.7,10.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.54,1.0
6.3807386399847035,1.0
6.3807386399847035,2.0
6.3807386399847035,2.0
6.3807386399847035,12.0
7.64,12.0
5.69,51.0
5.65,51.0
6.69,26.0
5.67,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.67,1.0
7.65,102.0
6.47,1.0
6.36,10.0
6.06,2.0
6.86,1.0
5.08,1.0
6.3807386399847035,52.0
7.47,1.0
7.05,1.0
6.02,1.0
5.47,1.0
7.8,5.0
5.91,51.0
7.6,12.0
6.3807386399847035,1.0
6.13,4.0
6.78,1.0
6.32,3.0
6.52,12.0
7.6,1.0
6.3807386399847035,1.0
8.62,11.0
5.67,1.0
8.07,10.0
7.46,13.0
3.61,1.0
4.39,1.0
3.14,1.0
4.59,1.0
4.44,1.0
5.02,1.0
3.05,1.0
4.62,1.0
3.4,1.0
4.7,1.0
2.91,1.0
2.37,1.0
4.13,1.0
6.88,12.0
6.3807386399847035,1.0
7.47,24.0
5.28,1.0
6.43,11.0
6.3807386399847035,26.0
5.54,1274.0
5.56,12.0
6.09,1.0
5.44,1.0
5.58,1.0
6.3807386399847035,60.0
6.4,1.0
3.6,1.0
7.62,13.0
6.3807386399847035,1.0
7.22,12.0
6.3807386399847035,1.0
6.3807386399847035,3.0
5.5,1.0
5.62,1.0
8.19,12.0
6.3807386399847035,13.0
7.79,12.0
6.3807386399847035,20.0
6.3807386399847035,1.0
5.34,1.0
6.46,2.0
5.43,12.0
6.84,2.0
7.07,26.0
6.23,1.0
3.46,5.0
5.97,10.0
4.55,1.0
6.3807386399847035,1.0
5.71,1.0
5.47,1.0
6.3807386399847035,1.0
4.39,1.0
4.66,1.0
6.76,1.0
6.3807386399847035,7.0
4.86,1.0
7.4,1.0
7.25,12.0
6.03,1.0
5.88,13.0
6.01,27.0
6.08,1.0
5.86,1.0
5.81,1.0
5.87,1.0
5.51,1.0
5.66,1.0
5.8,1.0
6.3807386399847035,1.0
5.8,1.0
6.3807386399847035,48.0
5.27,1.0
5.34,1.0
5.2,1.0
5.23,1.0
5.72,1.0
5.85,1.0
5.86,1.0
5.61,1.0
5.85,1.0
5.9,1.0
5.88,1.0
5.85,1.0
5.51,1.0
5.77,1.0
5.6,1.0
6.3807386399847035,1.0
6.3807386399847035,10.0
8.28,4.0
6.3807386399847035,40.0
5.59,1.0
6.68,1.0
6.3807386399847035,6.0
8.34,24.0
6.5,13.0
5.38,12.0
6.77,1.0
6.05,13.0
5.41,6.0
5.6,1.0
5.56,1.0
5.49,1.0
5.38,1.0
5.42,1.0
5.78,1.0
5.48,1.0
6.3807386399847035,1.0
7.57,1.0
6.3807386399847035,24.0
5.81,1.0
5.32,12.0
6.3807386399847035,12.0
6.3807386399847035,12.0
5.65,1.0
5.59,1.0
5.27,1.0
5.25,1.0
5.5,1.0
5.59,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
5.5,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,10.0
6.3807386399847035,2.0
6.3807386399847035,4.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,6.0
6.3807386399847035,1.0
6.31,4.0
6.3807386399847035,5.0
6.46,3.0
6.78,12.0
5.6,5.0
7.71,9.0
5.22,5.0
6.95,1.0
6.3807386399847035,3.0
7.0,13.0
7.15,2.0
7.47,52.0
6.54,1.0
6.5,1.0
6.3807386399847035,19.0
6.3807386399847035,1.0
7.39,12.0
6.15,51.0
5.86,51.0
6.46,1.0
6.3807386399847035,12.0
5.4,8.0
6.8,1.0
7.46,1.0
7.68,61.0
6.2,10.0
8.38,12.0
6.3807386399847035,1.0
5.95,2.0
7.52,25.0
7.5,1.0
6.3807386399847035,38.0
6.21,1.0
6.04,23.0
5.9,13.0
7.33,1.0
5.09,1.0
6.3807386399847035,24.0
6.07,1.0
5.49,12.0
6.3807386399847035,1.0
7.18,1.0
7.13,12.0
6.69,12.0
6.3807386399847035,1.0
6.3807386399847035,13.0
6.3,1.0
5.52,1.0
4.94,3.0
5.43,24.0
6.3807386399847035,1.0
7.9,1.0
6.3807386399847035,1.0
5.72,1.0
5.88,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
5.6,2.0
5.6,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,25.0
6.3807386399847035,5.0
6.3807386399847035,365.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,156.0
6.3807386399847035,26.0
6.3807386399847035,26.0
4.85,1.0
5.69,1.0
6.3807386399847035,1.0
6.71,1.0
6.02,12.0
7.05,1.0
6.79,2.0
4.15,1.0
4.78,1.0
3.97,1.0
3.87,1.0
4.43,1.0
5.49,1.0
4.41,1.0
4.65,1.0
6.34,52.0
5.42,13.0
7.06,1.0
6.3807386399847035,1.0
5.05,1.0
6.3807386399847035,1.0
5.99,1.0
6.01,1.0
6.02,50.0
6.71,1.0
6.46,13.0
6.3807386399847035,1.0
5.59,1.0
6.57,24.0
7.51,140.0
6.58,4.0
5.56,12.0
6.05,13.0
7.11,3.0
5.39,1.0
4.97,1.0
6.19,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
5.77,1.0
6.3807386399847035,1.0
7.98,12.0
6.85,12.0
6.76,13.0
5.88,13.0
7.85,1.0
7.13,1.0
5.36,13.0
6.71,12.0
7.13,7.0
6.3807386399847035,1.0
6.8,1.0
7.71,1.0
7.56,12.0
5.85,26.0
4.75,1.0
5.04,1.0
7.5,12.0
8.65,22.0
7.48,12.0
7.12,1.0
7.4,11.0
8.1,11.0
6.97,1.0
7.83,12.0
7.81,1.0
6.51,1.0
7.41,4.0
5.89,1.0
6.52,1.0
6.39,12.0
7.35,24.0
5.44,33.0
6.3807386399847035,1.0
8.06,2.0
7.35,2.0
7.57,25.0
6.48,24.0
8.26,13.0
6.05,12.0
6.27,6.0
5.77,1.0
5.41,1.0
6.3807386399847035,260.0
5.5,1565.0
5.78,25.0
6.3807386399847035,1.0
7.07,1.0
6.97,2.0
6.4,1.0
5.95,1.0
6.22,6.0
6.67,1.0
